아이디,한자,구자,부수,총획,학년,추가연도,삭제연도,발음,훈음,뜻
1120,省,,目,9,4,,,セイ、ショウ、かえり-みる、はぶ-く,살필 성/ 덜 생,1.성 2.일본내각안의행정관서.우리나라의부(部)에해당 3.중국의지방행정구획
1121,凄,,冫,10,S,2010,,セイ,쓸쓸할 처,1.으스스춥다 2.쓸쓸하고으스스하다 3.무시무시하다 4.선선하다 5.끔찍하다
1122,逝,,辵,10,S,1981,,セイ、ゆ-く、い-く,갈 서,1.멀리떠나버리다 2.사람이죽다 3.가다 4.사라져가다
1123,清,淸,水,11,4,,,セイ、（ショウ）、きよ-い、きよ-まる、きよ-める,맑을 청,1.맑음 2.물이맑다 3.더없이깨끗하다 4.서늘하다 5.깨끗이하다
1124,盛,,皿,11,6,,,セイ、（ジョウ）、も-る、さか-る、さか-ん,성할 성,1.높이쌓아올리다 2.한창때 3.그릇에많이담다 4.번성하다 5.번영하다
1125,婿,,女,12,S,,,セイ、むこ,사위 서,
1126,晴,晴,日,12,2,,,セイ、は-れる、は-らす,갤 청,
1127,勢,,力,13,5,,,セイ、いきお-い,형세 세,
1128,聖,,耳,13,6,,,セイ,성인 성,1.성인 2.덕이높은사람 3.(불교에서)득도자(得道者) 4.각분야에서가장뛰어난사람 5.성스러움
1129,誠,,言,13,6,,,セイ、まこと,정성 성,
1130,精,精,米,14,5,,,セイ、（ショウ）,정할 정,
1131,製,,衣,14,5,,,セイ,지을 제,1.옷을짓다 2.만들다
1132,誓,,言,14,S,,,セイ、ちか-う,맹세할 서,1.맹세함 2.誓湯くかたち·うけいゆ목욕재계 3.굳게약속함 4.신불에약속함
1133,静,靜,靑,14,4,,,セイ、（ジョウ）、しず、しず-か、しず-まる、しず-める,고요할 정,1.조용함 2.활동적이아니다 3.소리가안나다 4.평온함 5.움직이지않다
1134,請,,言,15,S,,,セイ、（シン）、こ-う、う-ける,청할 청,
1135,整,,攴,16,3,,,セイ、ととの-える、ととの-う,가지런할 정,1.바로정돈하다 2.잘갖추다
1136,醒,,酉,16,S,2010,,セイ,깰 성,1.술이깨다 2.눈을뜨다 3.깨다
1137,税,稅,禾,12,5,,,ゼイ,세금 세,1.세 2.세금 3.조세
1138,夕,,夕,3,1,,,セキ、ゆう,저녁 석,저녁
1139,斥,,斤,5,S,,,セキ,물리칠 척,1.물리치다 2.가리키다 3.엿보다 4.살피다
1140,石,,石,5,1,,,セキ、（シャク）、（コク）、いし,돌 석,1.돌 2.암석 3.보석 4.바둑 5.(가위
1141,赤,,赤,7,1,,,セキ、（シャク）、あか、あか-い、あか-らむ、あか-らめる,붉을 적,1.빨강 2.갓난아기 3.'あかご'의준말 4.붉은팥 5.'赤あずき'의준말
1142,昔,,日,8,3,,,セキ、（シャク）、むかし,예 석,1.옛날 2.과거10년 3.예전 4.10년세월
1143,析,,木,8,S,,,セキ,쪼갤 석,1.나무를짜개다 2.가르다 3.쪼개다 4.분해하다
1144,席,,巾,10,4,,,セキ,자리 좌,1.(앉는)자리 2.(무슨일을하는)자리 3.(직장 4.(만담·야담의)흥행장 5.좌석
1145,脊,,肉,10,S,2010,,セキ,등마루 척,
1146,隻,,隹,10,S,,,セキ,외짝 척,1.하나 2.한쪽 3.척 4.아주조금 5.짝
1147,惜,,心,11,S,,,セキ、お-しい、お-しむ,아낄 석,1.아까워하다 2.아끼다 3.아쉬워하다 4.인색하게굴다
1148,戚,,戈,11,S,2010,,セキ,친척 척,
1149,責,,貝,11,5,,,セキ、せ-める,꾸짖을 책,
1150,跡,,足,13,S,,,セキ、あと,발자취 적,
1151,積,,禾,16,4,,,セキ、つ-む、つ-もる,쌓을 적,1.쌓다 2.쌓이다 3.오랜동안쌓이고쌓임 4.적 5.크기
1152,績,,糸,17,5,,,セキ,길쌈할 적,1.실을뽑다 2.솜씨 3.실을잣다 4.작업 5.성과
1153,籍,,竹,20,S,,,セキ,문서 적,
1154,切,,刀,4,2,,,セツ、（サイ）、き-る、き-れる,끊을 절/ 모두 체,1.(칼로)자르다 2.문지르다 3.박두하다 4.몹시 5.적절하다
1155,折,,手,7,4,,,セツ、お-る、おり、お-れる,꺾을 절,1.접음(꺾음) 2.도시락상자(얇은나무를접어만든도시락) 3.계절 4.기회 5.몇번이고반복하는일
1156,拙,,手,8,S,,,セツ、つたな-い,옹졸할 졸,1.서투르다 2.자기의낮춤말
1157,窃,竊,穴,9,S,,,セツ,훔칠 절,1.도둑질하다 2.살짝 3.가만히
1158,接,,手,11,5,,,セツ、つ-ぐ,이을 접,1.교제하다 2.잇다 3.닿다 4.대접하다 5.다가가다
1159,設,,言,11,5,,,セツ、もう-ける,베풀 설,1.설치하다 2.만들다
1160,雪,,雨,11,2,,,セツ、ゆき,눈 설,1.눈 2.흰것을비유하는말
1161,摂,攝,手,13,S,,,セツ,다스릴/ 잡을 섭,1.취하다 2.겸하다 3.기르다 4.가지다 5.겸무하다
1162,節,節,竹,13,4,,,セツ、（セチ）、ふし,마디 절,
1163,説,說,言,14,4,,,セツ、（ゼイ）、と-く,말씀 설/ 달랠 세,1.설명하다 2.가르치다 3.설득하다 4.의견 5.소문
1164,舌,,舌,6,6,,,ゼツ、した,혀 설,
1165,絶,絕,糸,12,5,,,ゼツ、た-える、た-やす、た-つ,끊을 절,1.끊다 2.거절하다 3.끊어지다 4.멀리떨어지다 5.무비(無比)
1166,千,,十,3,1,,,セン、ち,일천 천,1.천 2.수가많음
1167,川,,巛,3,1,,,セン、かわ,내 천,
1168,仙,,人,5,S,1981,,セン,신선 선,
1169,占,,卜,5,S,,,セン、し-める、うらな-う,점령할/ 점칠 점,
1170,先,,儿,6,1,,,セン、さき,먼저 선,1.끝 2.선두 3.전방(前方) 4.행선지 5.(장사나교섭의)상대
1171,宣,,宀,9,6,,,セン,베풀 선,1.선언하다 2.퍼뜨리다 3.칙어 4.임금이나신이말씀하다
1172,専,專,寸,9,6,,,セン、もっぱ-ら,오로지 전,1.오로지 2.독점하다 3.제멋대로함 4.'専門学校せんもんがっこう'의준말 5.전문으로하다
1173,泉,,水,9,6,,,セン、いずみ,샘 천,1.샘 2.샘물 3.원천 4.근원
1174,浅,淺,水,9,4,,,セン、あさ-い,얕을 천,1.얕다 2.(빛깔이)엷다 3.천박함
1175,洗,,水,9,6,,,セン、あら-う,씻을 세,1.씻다 2.빨다
1176,染,,木,9,6,,,セン、そ-める、そ-まる、し-みる、し-み,물들 염,1.물들이다 2.물들다 3.염색하다 4.옮다
1177,扇,,戶,10,S,,,セン、おうぎ,부채 선,쥘부채
1178,栓,,木,10,S,1981,,セン,마개 전,1.마개 2.병마개 3.(수도등의)꼭지
1179,旋,,方,11,S,,,セン,돌 선,1.(빙글빙글)돌다 2.넘실거리다 3.돌아오다 4.물결치다 5.변화하다
1180,船,,舟,11,2,,,セン、ふね、（ふな）,배 선,
1181,戦,戰,戈,13,4,,,セン、いくさ、たたか-う,싸움 전,1.싸우다 2.겨루다 3.전율하다 4.전쟁 5.경쟁
1182,煎,,火,13,S,2010,,セン、い-る,달일 전,1.조리다 2.지지다 3.달이다 4.굽다
1183,羨,,羊,13,S,2010,,セン、うらや-む、うらや-ましい,부러워할 선,1.부러워하다 2.사모하다
1184,腺,,肉,13,S,2010,,セン,샘 선,(분비)선
1185,詮,,言,13,S,2010,,セン,설명할 전,
1186,践,踐,足,13,S,,,セン,밟을 천,1.밟다 2.실천하다 3.위치에서다 4.걷다 5.가다
1187,箋,,竹,14,S,2010,,セン,찌지 전,1.쪽지 2.주석 3.용지
1188,銭,錢,金,14,6,,,セン、ぜに,돈 전,
1189,潜,潛,水,15,S,,,セン、ひそ-む、もぐ-る,잠길 잠,1.잠수하다 2.숨다 3.마음을가라앉히다
1190,線,,糸,15,2,,,セン,줄 선,1.선 2.줄 3.노선 4.(정해진)선
1191,遷,,辵,15,S,,,セン,옮길 천,1.승진하다 2.옮기다 3.관직을낮추다 4.바뀌다 5.이전하다
1192,選,,辵,15,4,,,セン、えら-ぶ,고를 선,
1193,薦,,艸,16,S,,,セン、すす-める,천거할 천,
1194,繊,纖,糸,17,S,,,セン,가늘 섬,1.가늘다 2.'繊維せんい'의준말 3.날씬하다 4.작다 5.섬유
1195,鮮,,魚,17,S,,,セン、あざ-やか,고울 선,1.싱싱하다 2.산뜻하다 3.적다 4.새롭다 5.또렷하고아름답다
1196,全,,入,6,3,,,ゼン、まった-く、すべ-て,온전할 전,1.흠이없다 2.무사 3.모두 4.전체의 5.(같은종류의)모두
1197,前,,刀,9,2,,,ゼン、まえ,앞 전,1.(방향의)앞 2.(장소·사람의)앞 3.(부분의)앞 4.(현재의)전 5.(어느시점의)전
1198,善,,口,12,6,,,ゼン、よ-い,착할 선,1.착한 2.좋다고생각함 3.잘 4.친하다 5.훌륭한
1199,然,,火,12,4,,,ゼン、ネン,그럴 연,1.불타다 2.그대로 3.형용의숙어를만드는접미어
1200,禅,禪,示,13,S,,,ゼン,선 선,1.천자가지내는천제(天祭) 2.양위(讓位)하다 3.범어(梵語)의음역. '禅那ぜんな(선나)'의준말.정려(靜慮) 4.참선하는 5.선종(禪宗)
1201,漸,,水,14,S,,,ゼン,점점 점,1.적시다 2.점점나아가다 3.겨우 4.물이묻다 5.점점
1202,膳,,肉,16,S,2010,,ゼン,반찬 선,1.차려진음식 2.요리를담아내는대 3.또는그요리
1203,繕,,糸,18,S,,,ゼン、つくろ-う,기울 선,고치다
1204,狙,,犬,8,S,2010,,ソ、ねら-う,엿볼 저,
1205,阻,,阜,8,S,,,ソ、はば-む,막힐 조,1.험하다 2.방해하다 3.험한곳 4.저지하다
1206,祖,祖,示,9,5,,,ソ,할아버지 조,
1207,租,,禾,10,S,,,ソ,조세 조,
1208,素,,糸,10,5,,,ソ、ス,본디/ 흴 소,1.흰옷 2.가공하지않은것 3.꾸밈이없다 4.간단한 5.아무직책이없음
1209,措,,手,11,S,,,ソ,둘 조,1.두다 2.행동 3.조치하다 4.동작
1210,粗,,米,11,S,,,ソ、あら-い,조잡할 조,1.거칠다 2.(접두어적으로)자기선물의낮춤말 3.조잡하다
1211,組,,糸,11,2,,,ソ、く-む、くみ,짤 조,
1212,疎,,疋,12,S,,,ソ、うと-い、うと-む,성길 소,
1213,訴,,言,12,S,,,ソ、うった-える,호소할 소,
1214,塑,,土,13,S,,,ソ,흙 빚을 소,(진흙으로)어떤형체를만들다
1215,遡,,辵,14,S,2010,,ソ、さかのぼ-る,거스를 소,
1216,礎,,石,18,S,,,ソ、いしずえ,주춧돌 초,
1217,双,雙,隹,4,S,,,ソウ、ふた,두 쌍/ 쌍,
1218,壮,壯,士,6,S,,,ソウ,장할 장,1.원기왕성한젊은이 2.강하다 3.혈기왕성함 4.훌륭하고크다 5.건강함
1219,早,,日,6,1,,,ソウ、（サッ）、はや-い、はや-まる、はや-める,이를 조,⇒そう(참조어)
1220,争,爭,爪,6,4,,,ソウ、あらそ-う,다툴 쟁,
1221,走,,走,7,2,,,ソウ、はし-る,달릴 주,1.달리다 2.도망하다 3.빨리쓰다 4.앞잡이
1222,奏,,大,9,6,,,ソウ、かな-でる,연주할 주,1.바치다 2.아뢰다 3.음악을연주하다 4.뜻을이루다 5.상주하다
1223,相,,目,9,3,,,ソウ、ショウ、あい,서로 상,
1224,荘,莊,艸,9,S,,,ソウ,씩씩할/ 별장 장,1.장엄 2.별장 3.중세에귀족·절등에서소유했던조세가면제된논밭 4.큰가게 5.시골
1225,草,,艸,9,1,,,ソウ、くさ,풀 초,
1226,送,,辵,9,3,,,ソウ、おく-る,보낼 송,1.보내다 2.전송하다 3.전송
1227,倉,,人,10,4,,,ソウ、くら,곳집 창,
1228,捜,搜,手,10,S,,,ソウ、さが-す,찾을 수,
1229,挿,揷,手,10,S,1981,,ソウ、さ-す,꽂을 삽,끼우다
1230,桑,,木,10,S,,,ソウ、くわ,뽕나무 상,뽕나무
1231,巣,巢,巛,11,4,,,ソウ、す,새집 소,1.집 2.보금자리 3.소굴 4.둥지 5.집합소
1232,掃,,手,11,S,,,ソウ、は-く,쓸 소,1.비로쓸다 2.일소하다 3.쓰러뜨리다
1233,曹,,曰,11,S,1981,,ソウ,무리 조,
1234,曽,曾,曰,11,S,2010,,ソウ、（ゾ）,일찍 증,
1235,爽,,爻,11,S,2010,,ソウ、さわ-やか,시원할 상,
1236,窓,,穴,11,6,,,ソウ、まど,창 창,
1237,創,,刀,12,6,,,ソウ、つく-る,비롯할 창,1.상처 2.시작하다 3.칼로벤상처 4.처음만들다 5.처음
1238,喪,,口,12,S,,,ソウ、も,잃을 상,
1239,痩,瘦,疒,12,S,2010,,ソウ、や-せる,여윌 수,
1240,葬,,艸,12,S,,,ソウ、ほうむ-る,장사지낼 장,장사지내다
1241,装,裝,衣,12,6,,,ソウ、ショウ、よそお-う,꾸밀 장,
1242,僧,僧,人,13,S,,,ソウ,중 승,
1243,想,,心,13,3,,,ソウ、（ソ）,생각 상,생각하다
1244,層,層,尸,14,6,,,ソウ,층 층,1.겹치다 2.층 3.2층이상의건물 4.지층 5.사회계급
1245,総,總,糸,14,5,,,ソウ,다 총,1.총합하다 2.전체를다스리다 3.모든
1246,遭,,辵,14,S,,,ソウ、あ-う,만날 조,우연히만나다
1247,槽,,木,15,S,1981,,ソウ,구유 조,1.구유 2.물통 3.통모양의것
1248,踪,,足,15,S,2010,,ソウ,자취 종,
1249,操,,手,16,6,,,ソウ、みさお、あやつ-る,잡을 조,1.지조 2.정조 3.절개
1250,燥,,火,17,S,,,ソウ,마를 조,
1251,霜,,雨,17,S,,,ソウ、しも,서리 상,1.서리 2.(전기냉장고의)성에 3.흰머리
1252,騒,騷,馬,18,S,,,ソウ、さわ-ぐ,떠들 소,1.시끄럽다 2.원래운문(韻文)의한체.중국전국시대의초(楚)나라굴원(屈原)의이소(離騷)에유래함. (변하여)시부(詩賦)를짓는풍류 3.시끄러움 4.또는시인·문인의뜻으로되었음
1253,藻,,艸,19,S,1981,,ソウ、も,마름 조,
1254,造,,辵,10,5,,,ゾウ、つく-る,지을 조,1.만들다 2.이르다 3.잠시동안 4.때 5.짓다
1255,像,,人,14,5,,,ゾウ,모양 상,1.모습 2.비슷하게만든형상 3.형상
1256,増,增,土,14,5,,,ゾウ、ま-す、ふ-える、ふ-やす,더할 증,
1257,憎,憎,心,14,S,,,ゾウ、にく-む、にく-い、にく-らしい、にく-しみ,미울 증,
1258,蔵,藏,艸,15,6,,,ゾウ、くら,감출 장,1.거두다 2.감추다 3.창고 4.국가예산의출납을맡은곳 5.모든것을포괄하는것
1259,贈,贈,貝,18,S,,,ゾウ、（ソウ）、おく-る,줄 증,1.증여하다 2.(죽은뒤에)벼슬을내리다
1260,臓,臟,肉,19,6,,,ゾウ,오장 장,장기
1261,即,卽,卩,7,S,,,ソク,곧 즉,1.곧 2.다가서다 3.즉위하다 4.바로 5.즉
1262,束,,木,7,4,,,ソク、たば,묶을 속,1.다발 2.떼
1263,足,,足,7,1,,,ソク、あし、た-りる、た-る、た-す,발 족,
1264,促,,人,9,S,,,ソク、うなが-す,재촉할 촉,1.재촉하다 2.절박하다 3.서두르다 4.막히다
1265,則,,刀,9,5,,,ソク,법칙 칙,
1266,息,,心,10,3,,,ソク、いき,쉴 식,1.호흡 2.숨 3.(무엇을함께할때의)마음 4.손발
1267,捉,,手,10,S,2010,,ソク、とら-える,잡을 착,1.잡다 2.쥐다 3.붙잡다
1268,速,,辵,10,3,,,ソク、はや-い、はや-める、はや-まる、すみ-やか,빠를 속,1.속도가빠르다 2.동작이빠르다 3.빠른정도 4.곧 5.속도
1269,側,,人,11,4,,,ソク、がわ,곁 측,1.옆 2.(시계의)케이스 3.측 4.(대립하는)편 5.곁
1270,測,,水,12,5,,,ソク、はか-る,헤아릴 측,1.재다 2.헤아리다
1271,俗,,人,9,S,,,ゾク,풍속 속,1.풍습 2.실생활 3.승려에대하여보통사람 4.천함 5.습관
1272,族,,方,11,3,,,ゾク,겨레 족,1.겨레붙이 2.사회적으로같은혈연·계층에속함을나타냄 3.패거리 4.군집하다 5.집안
1273,属,屬,尸,12,5,,,ゾク,무리 속,1.촉 2.붙다 3.집안 4.붙이다 5.부탁하다
1274,賊,,貝,13,S,,,ゾク,도둑 적,1.도둑 2.역적
1275,続,續,糸,13,4,,,ゾク、つづ-く、つづ-ける,이을 속,1.잇달다 2.잇달아 3.뒤따르는것 4.이어지다 5.계속하여
1276,卒,,十,8,4,,,ソツ,마칠 졸,1.병졸 2.졸 3.'卒業そつぎょう'의준말 4.병사
1277,率,,玄,11,5,,,ソツ、リツ、ひき-いる,비율 률/거느릴 솔,1.율 2.비율
1278,存,,子,6,6,,,ソン、ゾン,있을 존,⇒そん(참조어)
1279,村,,木,7,1,,,ソン、むら,마을 촌,1.마을 2.지방자치단체의최하급 3.농촌 4.시골
1280,孫,,子,10,4,,,ソン、まご,손자 손,1.손자 2.한대(代)를사이에둔관계
1281,尊,,寸,12,6,,,ソン、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ,높을 존,1.존귀하다 2.존경하다 3.거만하다 4.경의를나타냄 5.부처등의높임말
1282,損,,手,13,5,,,ソン、そこ-なう、そこ-ねる,덜 손,1.손해 2.결손
1283,遜,,辵,14,S,2010,,ソン,겸손할 손,1.겸손하다 2.못미치다 3.…만못하다
1284,他,,人,5,3,,,タ、ほか,다를 타,
1285,多,,夕,6,2,,,タ、おお-い,많을 다,1.많음 2.고맙게여기다 3.다수 4.높이평가하다
1286,汰,,水,7,S,2010,,タ,사치할 태,
1287,打,,手,5,3,,,ダ、う-つ,칠 타,1.치다 2.공을치다 3.動詞위에붙이는접두어 4.'ダース'의취음자 5.때리다
1288,妥,,女,7,S,,,ダ,온당할 타,1.온당하다 2.타협하다
1289,唾,,口,11,S,2010,,ダ、つば,침 타,침
1290,堕,墮,土,12,S,,,ダ,떨어질 타,1.빠지다 2.태만히하다 3.낙태시키다
1291,惰,,心,12,S,,,ダ,게으를 타,1.게으름을피우다 2.상태를바꾸지않음
1292,駄,,馬,14,S,1981,,ダ,짐 실을 태,1.말에짐바리를지우다 2.말에실린짐바리 3.말한필에실을수있는무게 4.36관(135킬로그램)이1駄いちだ 5.신발
1293,太,,大,4,2,,,タイ、タ、ふと-い、ふと-る,클 태,"1.훌륭한(멋진),존귀한이라는뜻을나타낸다 2.굵은것 3.｢太糸ふといと｣의준말 4.｢太棹ふとざお｣의준말"
1294,対,對,寸,7,3,,,タイ、ツイ,대할 대,1.짝 2.대등 3.(시합상대의)대(對) 4.(비교의)대 5.반대
1295,体,體,骨,7,2,,,タイ、テイ、からだ,몸 체,
1296,耐,,而,9,S,,,タイ、た-える,견딜 내,1.참다 2.견디다
1297,待,,彳,9,3,,,タイ、ま-つ,기다릴 대,1.기다리다 2.대접하다
1298,怠,,心,9,S,,,タイ、おこた-る、なま-ける,게으를 태,태만하다
1299,胎,,肉,9,S,,,タイ,아이 밸 태,
1300,退,,辵,9,6,,,タイ、しりぞ-く、しりぞ-ける,물러날 퇴,
1301,帯,帶,巾,10,4,,,タイ、お-びる、おび,띠 대,1.띠 2.(띠모양의)지역 3.(지구상의)구역 4.몸에지니다 5.가지다
1302,泰,,水,10,S,,,タイ,클 태,1.편안하다 2.교만하다 3.매우 4.중국의산이름
1303,堆,,土,11,S,2010,,タイ,언덕/쌓을 퇴,
1304,袋,,衣,11,S,,,タイ、ふくろ,자루 대,
1305,逮,,辵,11,S,,,タイ,잡을 체,1.미치다 2.뒤쫓아가다 3.이르다 4.뒤쫓아붙잡다
1306,替,,曰,12,S,,,タイ、か-える、か-わる,바꿀 체,1.바꾸다 2.쇠퇴하다
1307,貸,,貝,12,5,,,タイ、か-す,빌릴 대,빌려주다
1308,隊,,阜,12,4,,,タイ,무리 대,1.군대조직 2.집합체 3.무리
1309,滞,滯,水,13,S,,,タイ、とどこお-る,막힐 체,1.침체하다 2.머물다 3.막히다
1310,態,,心,14,5,,,タイ,모습 태,
1311,戴,,戈,17,S,2010,,タイ,일 대,1.머리위에얹다 2.받다 3.받들다
1312,大,,大,3,1,,,ダイ、タイ、おお、おお-きい、おお-いに,큰 대,1.(형체·규모가) 큰 2.보통이상인 3.(세력이)강한 4.관대함 5.훌륭한
1313,代,,人,5,3,,,ダイ、タイ、か-わる、か-える、よ、しろ,대신할 대,1.대신하다 2.대금 3.시대 4.계승순위 5.왕조
1314,台,臺,至,5,2,,,ダイ、タイ,대 대/ 태풍 태,1.받침대 2.(접목의)접본(接本) 3.주원료
1315,第,,竹,11,3,,,ダイ,차례 제,1.순서 2.저택 3.과거(科擧)시험
1316,題,,頁,18,3,,,ダイ,제목 제,1.이마 2.표제 3.문제 4.시·문을기록하다 5.품평하다
1317,滝,瀧,水,13,S,,,たき,비 올 롱,1.폭포 2.급류(急流)
1318,宅,,宀,6,6,,,タク,집 택,1.집 2.바깥양반 3.자기집 4.댁 5.상대방이나상대방의집을이름
1319,択,擇,手,7,S,,,タク,가릴 택,1.(좋은것을)고르다 2.가려내다
1320,沢,澤,水,7,S,,,タク、さわ,못 택,1.늪 2.물이얕게괴고풀이자라는곳을말함 3.산간(山間)의계곡 4.저습지
1321,卓,,十,8,S,,,タク,높을 탁,1.책상 2.다른것보다높다 3.뛰어나다 4.테이블 5.빼어나다
1322,拓,,手,8,S,,,タク,넓힐 척/박을 탁,1.넓히다 2.비문등을박아내다 3.황무지등을개척하다
1323,託,,言,10,S,,,タク,부탁할 탁,1.부탁하다 2.핑계삼다 3.신불(神佛)의계시 4.맡기다 5.구실삼다
1324,濯,,水,17,S,1981,,タク,씻을 탁,1.씻다 2.헹구다
1325,諾,,言,15,S,,,ダク,허락할 낙,1.응답하다 2.승낙하다
1326,濁,,水,16,S,,,ダク、にご-る、にご-す,흐릴 탁,1.탁하다 2.더러워지다 3.'濁音だくおん'의준말 4.흐리다 5.더럽히다
1327,但,,人,7,S,,,ただ-し,다만 단,
1328,達,,辵,12,4,,,タツ,통달할 달,⇒たつ(참조어)
1329,脱,脫,肉,11,S,,,ダツ、ぬ-ぐ、ぬ-げる,벗을 탈,1.벗다 2.벗기다 3.빠지다 4.벗어나다 5.탈출하다
1330,奪,,大,14,S,,,ダツ、うば-う,빼앗을 탈,빼앗다
1331,棚,,木,12,S,1981,,たな,사다리 붕,1.선반 2.(식물의덩굴을올리는)시렁 3.산의경사가완만한곳 4.육지의경사가바다로뻗은곳
1332,誰,,言,15,S,2010,,だれ,누구 수,1.누구 2.아무 3.누가
1333,丹,,丶,4,S,,,タン,붉을 단,1.붉은빛 2.불로불사약 3.성심 4.연단(鉛丹) 5.환약
1334,旦,,日,5,S,2010,,タン、ダン,아침 단,1.아침 2.첫날 3.새벽
1335,担,擔,手,8,6,,,タン、かつ-ぐ、にな-う,멜 담,1.어깨에메다 2.떠맡다 3.편들다 4.책임지다 5.돕다
1336,単,單,口,9,4,,,タン,홑 단,1.하나 2.하나로셀수있는것 3.홑 4.복잡하지않다 5.쓴것
1337,炭,,火,9,3,,,タン、すみ,숯 탄,1.숯 2.석탄 3.원소의이름 4.炭団たどん조개탄
